Ath_Gene,Ath_Transcript,Ptr_Gene,Ptr_Transcript,Identity,Coverage,Evalue,Bitscore
AT4G30940,AT4G30940.1,Potri.006G185300,Potri.006G185300.1,79.866,99,0,755
AT4G30950,AT4G30950.1,Potri.006G185400,Potri.006G185400.1,76.286,99,0,716
AT4G30960,AT4G30960.1,Potri.006G186200,Potri.006G186200.4,77.117,98,0,693
AT4G30980,AT4G30980.1,Potri.018G109500,Potri.018G109500.1,55.594,74,2.41e-84,261
AT4G30990,AT4G30990.2,Potri.001G318800,Potri.001G318800.3,48.466,99,0,2016
AT4G30993,AT4G30993.2,Potri.018G110300,Potri.018G110300.3,38.796,99,1.03e-62,200
AT4G30996,AT4G30996.1,Potri.006G187800,Potri.006G187800.1,77.586,100,6.82e-85,248
AT4G31000,AT4G31000.1,Potri.006G187900,Potri.006G187900.1,62.945,100,0,736
AT4G31010,AT4G31010.1,Potri.014G074400,Potri.014G074400.1,69.479,98,0,533
AT4G31020,AT4G31020.2,Potri.018G111400,Potri.018G111400.1,81.695,100,0,503
AT4G31040,AT4G31040.1,Potri.018G150000,Potri.018G150000.1,62.009,99,0,540
AT4G31050,AT4G31050.1,Potri.002G131000,Potri.002G131000.1,69.547,86,1.15e-125,360
AT4G31060,AT4G31060.1,Potri.006G080300,Potri.006G080300.1,53.801,91,1.99e-46,151
AT4G31070,AT4G31070.1,Potri.013G044700,Potri.013G044700.2,32.977,91,1.57e-105,337
AT4G31080,AT4G31080.2,Potri.006G281400,Potri.006G281400.1,57.108,93,5.49e-154,442
AT4G31100,AT4G31100.1,Potri.003G185688,Potri.003G185688.1,47.18,92,0,622
AT4G31110,AT4G31110.1,Potri.003G185688,Potri.003G185688.1,46.385,91,0,603
AT4G31115,AT4G31115.2,Potri.005G179800,Potri.005G179800.2,54.327,76,1.81e-65,205
AT4G31120,AT4G31120.1,Potri.018G000500,Potri.018G000500.2,76.344,100,0,1063
AT4G31130,AT4G31130.1,Potri.018G000600,Potri.018G000600.3,70.053,95,5.51e-96,277
AT4G31140,AT4G31140.1,Potri.006G280700,Potri.006G280700.3,66.393,98,0,675
AT4G31150,AT4G31150.1,Potri.018G001000,Potri.018G001000.7,58.123,93,7.25e-108,315
AT4G31160,AT4G31160.1,Potri.006G280200,Potri.006G280200.1,59.728,91,0,1970
AT4G31170,AT4G31170.1,Potri.006G280000,Potri.006G280000.1,85.132,100,0,731
AT4G31180,AT4G31180.1,Potri.006G085400,Potri.006G085400.2,67.263,100,0,726
AT4G31200,AT4G31200.2,Potri.018G002000,Potri.018G002000.1,64.107,81,0,674
AT4G31210,AT4G31210.1,Potri.006G279700,Potri.006G279700.2,63.741,74,0,1266
AT4G31230,AT4G31230.1,Potri.018G002400,Potri.018G002400.1,66.622,97,0,930
AT4G31240,AT4G31240.1,Potri.006G279400,Potri.006G279400.8,64.304,97,0,543
AT4G31250,AT4G31250.1,Potri.018G002600,Potri.018G002600.1,49.325,98,0,610
AT4G31270,AT4G31270.1,Potri.018G002801,Potri.018G002801.1,47.468,54,4.23e-43,153
AT4G31290,AT4G31290.1,Potri.018G002900,Potri.018G002900.4,70.667,99,9.17e-117,332
AT4G31300,AT4G31300.2,Potri.018G145900,Potri.018G145900.1,85.714,98,5.49e-142,397
AT4G31310,AT4G31310.1,Potri.018G003000,Potri.018G003000.1,53.374,94,2.86e-61,188
AT4G31320,AT4G31320.1,Potri.006G278100,Potri.006G278100.1,53.299,100,2.65e-58,181
AT4G31330,AT4G31330.1,Potri.006G278000,Potri.006G278000.1,73.95,99,1.31e-131,371
AT4G31340,AT4G31340.1,Potri.006G276900,Potri.006G276900.2,57.047,100,2.67e-175,498
AT4G31350,AT4G31350.1,Potri.006G076600,Potri.006G076600.6,64.611,99,0,535
AT4G31360,AT4G31360.1,Potri.018G004901,Potri.018G004901.1,69.608,55,2.81e-47,154
AT4G31370,AT4G31370.1,Potri.018G005100,Potri.018G005100.1,39.785,99,2.59e-44,152
AT4G31380,AT4G31380.1,Potri.006G276100,Potri.006G276100.1,68,69,4.43e-53,165
AT4G31390,AT4G31390.1,Potri.006G275600,Potri.006G275600.2,82,94,0,1093
AT4G31400,AT4G31400.1,Potri.016G070800,Potri.016G070800.1,51.929,91,1.92e-114,337
AT4G31410,AT4G31410.1,Potri.006G275400,Potri.006G275400.5,69.333,95,2.64e-136,389
AT4G31420,AT4G31420.2,Potri.006G275300,Potri.006G275300.1,65.542,100,1.19e-176,499
AT4G31430,AT4G31430.2,Potri.006G275200,Potri.006G275200.2,33.175,97,2.23e-54,195
AT4G31440,AT4G31440.1,Potri.018G005700,Potri.018G005700.4,50.358,98,8.55e-123,361
AT4G31450,AT4G31450.1,Potri.018G005600,Potri.018G005600.1,40.183,99,1.64e-88,281
AT4G31460,AT4G31460.1,Potri.018G006900,Potri.018G006900.1,68.927,83,3.5e-92,270
AT4G31470,AT4G31470.1,Potri.018G007000,Potri.018G007000.2,49.215,100,3.28e-61,189
AT4G31480,AT4G31480.1,Potri.018G007400,Potri.018G007400.2,85.158,100,0,1687
AT4G31490,AT4G31490.1,Potri.018G007400,Potri.018G007400.2,84.632,100,0,1678
AT4G31500,AT4G31500.1,Potri.002G025275,Potri.002G025275.1,52.811,99,0,554
AT4G31510,AT4G31510.1,Potri.018G008200,Potri.018G008200.2,42.177,63,2.11e-24,97.4
AT4G31520,AT4G31520.1,Potri.008G182900,Potri.008G182900.1,49.668,99,0,665
AT4G31530,AT4G31530.2,Potri.001G253900,Potri.001G253900.1,66.667,96,9.26e-139,397
AT4G31540,AT4G31540.1,Potri.006G272900,Potri.006G272900.2,76.768,99,0,1082
AT4G31550,AT4G31550.1,Potri.018G008500,Potri.018G008500.1,59.195,99,1.34e-122,356
AT4G31560,AT4G31560.1,Potri.001G022500,Potri.001G022500.2,44,96,6.99e-19,77.8
AT4G31570,AT4G31570.1,Potri.018G008600,Potri.018G008600.6,40.096,100,0,1699
AT4G31580,AT4G31580.1,Potri.006G272400,Potri.006G272400.1,72.917,96,1.85e-63,195
AT4G31590,AT4G31590.1,Potri.018G009300,Potri.018G009300.1,82.302,100,0,1182
AT4G31600,AT4G31600.1,Potri.006G270700,Potri.006G270700.10,82.407,100,0,545
AT4G31670,AT4G31670.1,Potri.006G270600,Potri.006G270600.2,57.191,92,0,702
AT4G31700,AT4G31700.1,Potri.005G162600,Potri.005G162600.1,90.438,100,2.54e-165,457
AT4G31710,AT4G31710.1,Potri.018G012100,Potri.018G012100.1,48,95,0,822
AT4G31720,AT4G31720.2,Potri.018G013300,Potri.018G013300.1,88.372,94,1.61e-80,234
AT4G31730,AT4G31730.1,Potri.006G267900,Potri.006G267900.1,44.643,99,1.47e-37,127
AT4G31740,AT4G31740.1,Potri.004G204400,Potri.004G204400.1,65.979,99,1.26e-79,248
AT4G31750,AT4G31750.1,Potri.006G267600,Potri.006G267600.1,92.5,90,0,535
AT4G31760,AT4G31760.1,Potri.018G015500,Potri.018G015500.1,65.584,86,1.44e-152,433
AT4G31770,AT4G31770.1,Potri.018G015300,Potri.018G015300.2,68.095,99,0,566
AT4G31780,AT4G31780.2,Potri.006G266500,Potri.006G266500.1,71.298,100,0,782
AT4G31790,AT4G31790.1,Potri.002G023700,Potri.002G023700.1,80.657,99,2.22e-167,465
AT4G31800,AT4G31800.1,Potri.006G263600,Potri.006G263600.1,47.289,98,4.77e-80,246
AT4G31805,AT4G31805.1,Potri.018G019400,Potri.018G019400.1,32.919,85,1.12e-37,139
AT4G31810,AT4G31810.1,Potri.018G018800,Potri.018G018800.1,71.463,100,0,582
AT4G31820,AT4G31820.1,Potri.018G018600,Potri.018G018600.2,57.624,100,0,656
AT4G31830,AT4G31830.1,Potri.018G018300,Potri.018G018300.1,61,98,3.02e-34,114
AT4G31840,AT4G31840.1,Potri.006G264600,Potri.006G264600.1,56.818,97,1.1e-62,192
AT4G31850,AT4G31850.1,Potri.006G264800,Potri.006G264800.1,67.507,93,0,1453
AT4G31860,AT4G31860.1,Potri.018G017701,Potri.018G017701.2,81.556,97,0,609
AT4G31870,AT4G31870.1,Potri.006G265400,Potri.006G265400.1,75.113,94,9.34e-119,338
AT4G31880,AT4G31880.1,Potri.006G263300,Potri.006G263300.5,50.454,99,7.33e-147,461
AT4G31890,AT4G31890.1,Potri.006G263100,Potri.006G263100.1,63.071,100,0,606
AT4G31900,AT4G31900.1,Potri.018G021100,Potri.018G021100.1,59.242,84,0,1230
AT4G31910,AT4G31910.1,Potri.015G100800,Potri.015G100800.1,30.569,91,2.57e-52,182
AT4G31920,AT4G31920.1,Potri.006G262100,Potri.006G262100.5,48.687,74,3.55e-116,360
AT4G31930,AT4G31930.1,Potri.018G021600,Potri.018G021600.2,60.733,81,1.22e-87,259
AT4G31940,AT4G31940.1,Potri.014G037500,Potri.014G037500.1,69.006,97,0,749
AT4G31950,AT4G31950.1,Potri.014G037500,Potri.014G037500.1,63.532,99,0,668
AT4G31970,AT4G31970.1,Potri.014G037500,Potri.014G037500.1,66.992,97,0,715
AT4G31980,AT4G31980.1,Potri.018G029800,Potri.018G029800.6,42.417,60,1.47e-106,330
AT4G31985,AT4G31985.1,Potri.018G022100,Potri.018G022100.1,92.308,100,1.55e-29,98.6
AT4G31990,AT4G31990.3,Potri.006G260200,Potri.006G260200.4,83.836,97,0,811
AT4G32000,AT4G32000.2,Potri.001G048500,Potri.001G048500.1,62.595,89,1.73e-169,483
AT4G32010,AT4G32010.1,Potri.016G136500,Potri.016G136500.1,52.005,96,0,849
AT4G32020,AT4G32020.1,Potri.018G022400,Potri.018G022400.1,40.984,93,7.15e-19,80.1
AT4G32030,AT4G32030.1,Potri.006G259700,Potri.006G259700.3,40.909,92,3.5e-44,150
AT4G32040,AT4G32040.1,Potri.006G259400,Potri.006G259400.1,73.579,76,4.61e-154,441
AT4G32050,AT4G32050.1,Potri.018G022800,Potri.018G022800.1,61.935,98,0,751
AT4G32060,AT4G32060.1,Potri.018G023400,Potri.018G023400.1,64.389,97,0,617
AT4G32070,AT4G32070.1,Potri.006G258300,Potri.006G258300.1,57.231,99,0,881
AT4G32090,AT4G32090.1,Potri.009G129400,Potri.009G129400.2,43.697,94,1.75e-34,116
AT4G32100,AT4G32100.1,Potri.004G167900,Potri.004G167900.2,36.207,92,7.01e-19,76.6
AT4G32105,AT4G32105.1,Potri.004G167900,Potri.004G167900.2,40.87,92,3.89e-23,87.8
AT4G32110,AT4G32110.1,Potri.004G167900,Potri.004G167900.2,36.522,92,1.35e-21,83.6
AT4G32120,AT4G32120.1,Potri.006G257200,Potri.006G257200.2,78.324,99,0,556
AT4G32130,AT4G32130.1,Potri.018G024600,Potri.018G024600.1,74.713,85,3.15e-95,276
AT4G32140,AT4G32140.1,Potri.018G024700,Potri.018G024700.1,78.987,100,0,634
AT4G32150,AT4G32150.1,Potri.018G025800,Potri.018G025800.1,84.932,99,1.41e-134,377
AT4G32160,AT4G32160.1,Potri.018G026000,Potri.018G026000.1,60.057,96,0,796
AT4G32170,AT4G32170.1,Potri.015G132800,Potri.015G132800.1,49.116,99,0,524
AT4G32175,AT4G32175.1,Potri.012G080300,Potri.012G080300.2,75.934,99,1.65e-135,381
AT4G32180,AT4G32180.1,Potri.012G081600,Potri.012G081600.1,87.543,97,0,1556
AT4G32190,AT4G32190.1,Potri.006G255800,Potri.006G255800.5,52.888,99,0,669
AT4G32208,AT4G32208.1,Potri.009G079700,Potri.009G079700.1,69.231,76,5.23e-40,142
AT4G32210,AT4G32210.1,Potri.015G078000,Potri.015G078000.1,34.875,99,2.02e-42,145
AT4G32250,AT4G32250.1,Potri.006G255700,Potri.006G255700.6,66.234,99,0,830
AT4G32260,AT4G32260.1,Potri.018G026500,Potri.018G026500.1,69.912,98,2.89e-91,267
AT4G32270,AT4G32270.1,Potri.006G255500,Potri.006G255500.1,46.067,68,8.17e-46,155
AT4G32272,AT4G32272.2,Potri.006G255400,Potri.006G255400.3,69.081,99,4.47e-174,488
AT4G32280,AT4G32280.1,Potri.006G255200,Potri.006G255200.4,37.891,96,1.69e-43,147
AT4G32285,AT4G32285.1,Potri.018G026900,Potri.018G026900.1,73.958,99,0,926
AT4G32290,AT4G32290.1,Potri.010G242900,Potri.010G242900.1,46.605,80,4.18e-92,280
AT4G32295,AT4G32295.1,Potri.006G254700,Potri.006G254700.1,80.272,62,5.94e-79,243
AT4G32300,AT4G32300.1,Potri.006G254600,Potri.006G254600.1,65.074,99,0,1071
AT4G32320,AT4G32320.1,Potri.006G254500,Potri.006G254500.1,62.5,92,6.06e-137,392
AT4G32330,AT4G32330.1,Potri.006G254400,Potri.006G254400.1,50.135,81,2.79e-94,291
AT4G32342,AT4G32342.1,Potri.018G027800,Potri.018G027800.1,51.744,99,1.12e-47,154
AT4G32350,AT4G32350.1,Potri.018G079500,Potri.018G079500.5,43.582,86,1.3e-69,241
AT4G32360,AT4G32360.1,Potri.017G118801,Potri.017G118801.1,70.94,96,0,681
AT4G32370,AT4G32370.1,Potri.018G028700,Potri.018G028700.2,45.21,92,3.31e-89,275
AT4G32375,AT4G32375.1,Potri.018G028700,Potri.018G028700.2,45.676,72,6.86e-106,323
AT4G32380,AT4G32380.1,Potri.018G028700,Potri.018G028700.2,44.013,82,3.92e-81,254
AT4G32390,AT4G32390.1,Potri.018G028900,Potri.018G028900.1,88.319,100,0,640
AT4G32400,AT4G32400.1,Potri.006G252100,Potri.006G252100.1,68.182,100,4.92e-180,506
AT4G32410,AT4G32410.1,Potri.006G251900,Potri.006G251900.3,87.177,99,0,1961
AT4G32430,AT4G32430.1,Potri.017G042100,Potri.017G042100.1,55.249,94,0,829
AT4G32440,AT4G32440.2,Potri.006G250600,Potri.006G250600.1,41.975,92,1.55e-82,259
AT4G32450,AT4G32450.1,Potri.014G116600,Potri.014G116600.5,48.932,85,2.4e-154,457
AT4G32460,AT4G32460.1,Potri.006G250100,Potri.006G250100.2,74.438,97,0,567
AT4G32470,AT4G32470.1,Potri.006G250000,Potri.006G250000.1,78.862,100,4.9e-70,206
AT4G32480,AT4G32480.1,Potri.013G129900,Potri.013G129900.1,55.636,95,8.42e-105,307
AT4G32490,AT4G32490.1,Potri.017G011200,Potri.017G011200.1,47.03,91,3.24e-54,173
AT4G32500,AT4G32500.1,Potri.006G249900,Potri.006G249900.3,61.486,98,0,1084
AT4G32510,AT4G32510.1,Potri.018G031700,Potri.018G031700.1,69.048,99,0,974
AT4G32520,AT4G32520.1,Potri.006G232300,Potri.006G232300.5,79.057,100,0,869
AT4G32530,AT4G32530.2,Potri.006G248700,Potri.006G248700.3,77.612,95,4.88e-100,288
AT4G32540,AT4G32540.1,Potri.006G248200,Potri.006G248200.1,70.352,96,0,586
AT4G32551,AT4G32551.2,Potri.003G178600,Potri.003G178600.6,60.048,51,4.46e-172,521
AT4G32560,AT4G32560.1,Potri.006G247900,Potri.006G247900.1,56.989,90,2.48e-99,294
AT4G32570,AT4G32570.1,Potri.018G033700,Potri.018G033700.1,40.194,93,6.35e-67,218
AT4G32580,AT4G32580.1,Potri.004G042200,Potri.004G042200.1,66.463,96,2.41e-70,220
AT4G32590,AT4G32590.3,Potri.006G247300,Potri.006G247300.8,83.486,60,4.5e-54,170
AT4G32600,AT4G32600.1,Potri.006G247000,Potri.006G247000.2,70.149,87,0,549
AT4G32605,AT4G32605.1,Potri.008G015600,Potri.008G015600.1,60.435,99,9.41e-89,263
AT4G32610,AT4G32610.1,Potri.006G246300,Potri.006G246300.1,59.146,100,5.85e-64,205
AT4G32620,AT4G32620.2,Potri.006G246200,Potri.006G246200.2,42.186,99,0,1110
AT4G32630,AT4G32630.2,Potri.018G035000,Potri.018G035000.3,40.725,65,4.4e-87,288
AT4G32640,AT4G32640.1,Potri.013G035800,Potri.013G035800.9,66.306,97,0,1361
AT4G32650,AT4G32650.1,Potri.006G245000,Potri.006G245000.1,62.951,95,0,798
AT4G32660,AT4G32660.1,Potri.006G244400,Potri.006G244400.1,74.874,99,0,633
AT4G32670,AT4G32670.1,Potri.009G099400,Potri.009G099400.5,30.363,95,3.78e-28,122
AT4G32680,AT4G32680.1,Potri.018G035800,Potri.018G035800.1,34.495,97,7.06e-25,100
AT4G32690,AT4G32690.1,Potri.006G244300,Potri.006G244300.2,80.117,97,7.78e-94,270
AT4G32700,AT4G32700.2,Potri.018G036600,Potri.018G036600.1,62.047,99,0,2549
AT4G32710,AT4G32710.1,Potri.018G081300,Potri.018G081300.1,64.11,90,1.12e-158,462
AT4G32720,AT4G32720.1,Potri.018G037900,Potri.018G037900.1,53.945,99,2.22e-151,438
AT4G32730,AT4G32730.2,Potri.006G241700,Potri.006G241700.8,46.309,98,0,778
AT4G32750,AT4G32750.1,Potri.018G038600,Potri.018G038600.1,75.685,99,8.74e-159,444
AT4G32760,AT4G32760.2,Potri.006G241000,Potri.006G241000.2,59.687,100,0,703
AT4G32770,AT4G32770.1,Potri.018G040200,Potri.018G040200.2,68.455,95,0,675
AT4G32780,AT4G32780.1,Potri.018G042000,Potri.018G042000.7,50,86,8.61e-47,162
AT4G32785,AT4G32785.1,Potri.018G042000,Potri.018G042000.2,70.536,90,5.26e-49,162
AT4G32790,AT4G32790.1,Potri.018G043700,Potri.018G043700.1,65.393,78,0,639
AT4G32800,AT4G32800.1,Potri.018G043900,Potri.018G043900.1,56.316,85,1.29e-56,181
AT4G32810,AT4G32810.1,Potri.018G044100,Potri.018G044100.1,68.045,92,0,761
AT4G32820,AT4G32820.2,Potri.018G057900,Potri.018G057900.7,57.172,99,0,2035
AT4G32830,AT4G32830.1,Potri.006G235000,Potri.006G235000.1,90.102,99,0,559
AT4G32840,AT4G32840.1,Potri.018G069200,Potri.018G069200.3,80.088,98,0,764
AT4G32850,AT4G32850.8,Potri.006G235400,Potri.006G235400.2,79.196,75,0,951
AT4G32860,AT4G32860.1,Potri.006G236700,Potri.006G236700.1,33.333,96,6.01e-24,94.4
AT4G32870,AT4G32870.1,Potri.006G236800,Potri.006G236800.2,52.439,96,9.71e-59,181
AT4G32880,AT4G32880.1,Potri.006G237500,Potri.006G237500.5,83.293,99,0,1432
AT4G32890,AT4G32890.1,Potri.006G237700,Potri.006G237700.1,45.714,96,5.35e-86,263
AT4G32900,AT4G32900.2,Potri.006G237900,Potri.006G237900.4,67.01,100,3.09e-90,263
AT4G32910,AT4G32910.1,Potri.018G044300,Potri.018G044300.4,67.991,63,0,652
AT4G32915,AT4G32915.1,Potri.018G058200,Potri.018G058200.1,65.347,65,1.19e-45,146
AT4G32920,AT4G32920.1,Potri.006G234500,Potri.006G234500.1,68.561,96,0,1776
AT4G32930,AT4G32930.2,Potri.006G233500,Potri.006G233500.1,63.636,100,1.92e-76,226
AT4G32940,AT4G32940.1,Potri.018G059400,Potri.018G059400.1,76.22,99,0,795
AT4G32950,AT4G32950.1,Potri.018G059800,Potri.018G059800.1,51.02,98,3.78e-109,322
AT4G32960,AT4G32960.1,Potri.018G061800,Potri.018G061800.1,65.164,91,1.91e-115,332
AT4G32980,AT4G32980.1,Potri.018G054700,Potri.018G054700.6,57.576,63,3.3e-117,356
AT4G32990,AT4G32990.1,Potri.002G212800,Potri.002G212800.1,62.209,98,7.7e-152,430
AT4G33000,AT4G33000.1,Potri.006G230200,Potri.006G230200.3,72.131,95,3.51e-128,364
AT4G33010,AT4G33010.1,Potri.006G229300,Potri.006G229300.1,84.499,99,0,1800
AT4G33020,AT4G33020.1,Potri.018G053300,Potri.018G053300.6,61.383,94,4.16e-124,362
AT4G33030,AT4G33030.1,Potri.006G228000,Potri.006G228000.3,79.261,100,0,769
AT4G33040,AT4G33040.1,Potri.006G226900,Potri.006G226900.1,73.05,97,8.21e-61,184
AT4G33050,AT4G33050.2,Potri.018G061901,Potri.018G061901.1,60.83,99,0,640
AT4G33060,AT4G33060.1,Potri.018G061702,Potri.018G061702.1,66.089,100,0,594
AT4G33070,AT4G33070.1,Potri.016G120100,Potri.016G120100.2,85.197,100,0,1071
AT4G33080,AT4G33080.1,Potri.006G224800,Potri.006G224800.1,79.412,97,0,832
AT4G33090,AT4G33090.1,Potri.006G224500,Potri.006G224500.1,77.221,99,0,1398
AT4G33100,AT4G33100.1,Potri.006G224400,Potri.006G224400.1,67.949,84,1.97e-32,108
AT4G33110,AT4G33110.1,Potri.018G060000,Potri.018G060000.1,75,100,0,586
AT4G33120,AT4G33120.1,Potri.018G060000,Potri.018G060000.1,70.787,100,0,558
AT4G33130,AT4G33130.1,Potri.006G216800,Potri.006G216800.1,51.429,91,2.65e-52,178
AT4G33140,AT4G33140.1,Potri.006G216500,Potri.006G216500.1,52.26,98,5.2e-122,355
AT4G33150,AT4G33150.1,Potri.006G134300,Potri.006G134300.5,69.376,99,0,1551
AT4G33160,AT4G33160.1,Potri.006G217500,Potri.006G217500.1,54.785,91,3.13e-145,421
AT4G33170,AT4G33170.1,Potri.004G047800,Potri.004G047800.2,37.528,99,0,629
AT4G33180,AT4G33180.1,Potri.006G219400,Potri.006G219400.1,49.835,98,2.27e-116,338
AT4G33200,AT4G33200.1,Potri.006G220000,Potri.006G220000.2,76.09,99,0,2382
AT4G33210,AT4G33210.1,Potri.006G220900,Potri.006G220900.2,66.475,99,0,1307
AT4G33220,AT4G33220.1,Potri.006G134500,Potri.006G134500.1,62.279,97,0,677
AT4G33230,AT4G33230.1,Potri.018G051200,Potri.018G051200.1,53.191,99,0,661
AT4G33240,AT4G33240.1,Potri.003G072300,Potri.003G072300.3,55.392,99,0,1853
AT4G33250,AT4G33250.1,Potri.006G136500,Potri.006G136500.1,79.661,100,2.81e-136,382
AT4G33260,AT4G33260.1,Potri.013G048900,Potri.013G048900.1,84.615,99,0,780
AT4G33270,AT4G33270.1,Potri.013G048900,Potri.013G048900.1,83.406,100,0,793
AT4G33280,AT4G33280.1,Potri.014G036900,Potri.014G036900.1,41.061,94,8.5e-83,256
AT4G33300,AT4G33300.1,Potri.002G129300,Potri.002G129300.1,56.22,99,0,902
AT4G33320,AT4G33320.1,Potri.002G145900,Potri.002G145900.1,72.664,98,1.01e-145,416
AT4G33330,AT4G33330.2,Potri.014G029900,Potri.014G029900.1,67.291,93,0,840
AT4G33350,AT4G33350.1,Potri.002G126800,Potri.002G126800.1,68.75,99,1.26e-136,386
AT4G33355,AT4G33355.1,Potri.004G086600,Potri.004G086600.1,51.613,78,6.92e-26,94.4
AT4G33360,AT4G33360.1,Potri.002G127500,Potri.002G127500.1,73.964,97,0,531
AT4G33370,AT4G33370.1,Potri.004G224000,Potri.004G224000.5,75.68,100,0,904
AT4G33380,AT4G33380.1,Potri.002G127700,Potri.002G127700.1,68.153,95,2.6e-147,418
AT4G33390,AT4G33390.1,Potri.014G029800,Potri.014G029800.3,57.627,94,0,743
AT4G33400,AT4G33400.1,Potri.014G029600,Potri.014G029600.1,70.416,98,0,922
AT4G33410,AT4G33410.1,Potri.012G142400,Potri.012G142400.1,82.306,100,0,633
AT4G33420,AT4G33420.1,Potri.004G134800,Potri.004G134800.1,69.085,97,3.61e-163,457
AT4G33430,AT4G33430.2,Potri.001G206700,Potri.001G206700.1,78.56,98,0,956
AT4G33440,AT4G33440.1,Potri.007G105800,Potri.007G105800.1,69.068,98,0,655
AT4G33460,AT4G33460.1,Potri.005G062800,Potri.005G062800.1,69.231,100,6.98e-137,387
AT4G33467,AT4G33467.1,Potri.005G058800,Potri.005G058800.2,40.385,100,7.3e-14,62.4
AT4G33470,AT4G33470.1,Potri.005G064200,Potri.005G064200.1,71.059,100,0,622
AT4G33480,AT4G33480.1,Potri.007G099900,Potri.007G099900.2,59.659,96,1.59e-137,394
AT4G33490,AT4G33490.2,Potri.005G069600,Potri.005G069600.2,65.501,98,0,546
AT4G33495,AT4G33495.1,Potri.015G141700,Potri.015G141700.4,75.063,97,0,611
AT4G33510,AT4G33510.1,Potri.005G162800,Potri.005G162800.1,79.159,98,0,866
AT4G33520,AT4G33520.2,Potri.003G024000,Potri.003G024000.3,67.161,97,0,1211
AT4G33530,AT4G33530.1,Potri.003G023900,Potri.003G023900.1,76.515,92,0,1213
AT4G33540,AT4G33540.1,Potri.010G169900,Potri.010G169900.1,65.614,80,1.14e-148,424
AT4G33550,AT4G33550.1,Potri.001G023200,Potri.001G023200.1,44.554,77,8.23e-28,99.4
AT4G33560,AT4G33560.1,Potri.019G116500,Potri.019G116500.1,43.373,86,7.63e-19,74.7
AT4G33565,AT4G33565.1,Potri.007G111900,Potri.007G111900.1,44.118,57,4.11e-54,183
AT4G33580,AT4G33580.2,Potri.007G114600,Potri.007G114600.6,52.188,99,3.03e-114,333
AT4G33590,AT4G33590.1,Potri.017G048300,Potri.017G048300.1,60.444,94,0,570
AT4G33600,AT4G33600.1,Potri.017G048300,Potri.017G048300.1,59.915,98,0,573
AT4G33620,AT4G33620.1,Potri.017G044000,Potri.017G044000.1,48.536,60,2.4e-136,429
AT4G33625,AT4G33625.1,Potri.017G043200,Potri.017G043200.6,77.852,74,1.37e-80,239
AT4G33630,AT4G33630.1,Potri.017G043100,Potri.017G043100.9,58.297,99,0,758
AT4G33640,AT4G33640.1,Potri.007G116400,Potri.007G116400.1,74.157,93,1.25e-44,140
AT4G33650,AT4G33650.2,Potri.007G118300,Potri.007G118300.2,71.184,97,0,1173
AT4G33670,AT4G33670.1,Potri.009G081300,Potri.009G081300.2,83.019,99,0,547
AT4G33680,AT4G33680.1,Potri.009G082100,Potri.009G082100.1,79.914,100,0,736
AT4G33690,AT4G33690.1,Potri.001G287900,Potri.001G287900.15,47.718,95,1.25e-52,171
AT4G33700,AT4G33700.1,Potri.001G288000,Potri.001G288000.2,79.157,99,0,688
AT4G33710,AT4G33710.1,Potri.009G083300,Potri.009G083300.1,55.689,100,7.34e-61,186
AT4G33720,AT4G33720.1,Potri.009G083100,Potri.009G083100.1,65.605,93,2.36e-74,220
AT4G33730,AT4G33730.1,Potri.009G083300,Potri.009G083300.1,60.284,81,1.48e-56,175
AT4G33760,AT4G33760.1,Potri.009G084300,Potri.009G084300.1,76.018,99,0,1047
AT4G33770,AT4G33770.1,Potri.005G149800,Potri.005G149800.4,62.963,90,4.51e-160,454
AT4G33780,AT4G33780.1,Potri.001G289600,Potri.001G289600.1,64.375,78,2.75e-58,182
AT4G33790,AT4G33790.1,Potri.009G144900,Potri.009G144900.1,60.489,99,0,627
AT4G33800,AT4G33800.1,Potri.001G292100,Potri.001G292100.2,37.234,94,5.77e-21,86.3
AT4G33810,AT4G33810.1,Potri.009G087800,Potri.009G087800.5,47.568,100,0,525
AT4G33820,AT4G33820.1,Potri.009G087800,Potri.009G087800.5,46.967,97,0,546
AT4G33830,AT4G33830.1,Potri.009G087950,Potri.009G087950.1,57.923,95,0,668
AT4G33840,AT4G33840.1,Potri.009G087950,Potri.009G087950.1,61.641,91,0,696
AT4G33860,AT4G33860.1,Potri.009G087950,Potri.009G087950.1,59.41,94,0,703
AT4G33865,AT4G33865.1,Potri.001G295902,Potri.001G295902.1,91.228,100,1.67e-33,108
AT4G33870,AT4G33870.1,Potri.007G067200,Potri.007G067200.1,42.09,82,2.43e-82,258
AT4G33880,AT4G33880.1,Potri.001G294300,Potri.001G294300.2,44.772,98,7.08e-69,221
AT4G33890,AT4G33890.1,Potri.009G090500,Potri.009G090500.1,54.062,98,2.66e-122,356
AT4G33900,AT4G33900.1,Potri.007G081100,Potri.007G081100.1,35.429,90,1e-57,192
AT4G33905,AT4G33905.1,Potri.009G090600,Potri.009G090600.1,59.924,96,4.93e-104,303
AT4G33910,AT4G33910.1,Potri.001G296800,Potri.001G296800.1,73.592,98,1.14e-157,441
AT4G33920,AT4G33920.1,Potri.001G297200,Potri.001G297200.1,74.869,99,0,580
AT4G33925,AT4G33925.1,Potri.009G091800,Potri.009G091800.6,70.677,100,1.09e-61,186
