Ligand_Ath,Receptor_Ath,Ligand_Ptr,Receptor_Ptr
AT5G56010,AT1G69910,Potri.001G466000,Potri.010G035300
AT1G13230,AT1G69910,Potri.008G114700,Potri.010G035300
AT3G62250,AT1G69910,Potri.001G025300,Potri.010G035300
AT2G47730,AT1G69910,Potri.002G207479,Potri.010G035300
AT4G02520,AT1G69910,Potri.002G207479,Potri.010G035300
AT1G70490,AT1G69910,Potri.013G005500,Potri.010G035300
AT5G17220,AT1G69910,Potri.017G138800,Potri.010G035300
AT2G30870,AT1G69910,Potri.017G138800,Potri.010G035300
AT1G02950,AT1G69910,Potri.002G207479,Potri.010G035300
AT3G62760,AT1G69910,Potri.002G207672,Potri.010G035300
AT2G30210,AT5G03570,Potri.013G152700,Potri.016G128600
AT5G09360,AT5G03570,Potri.001G206200,Potri.016G128600
AT3G09220,AT5G03570,Potri.006G094100,Potri.016G128600
AT5G48100,AT5G03570,Potri.005G200700,Potri.016G128600
AT5G60020,AT5G03570,Potri.001G401300,Potri.016G128600
AT5G03260,AT5G03570,Potri.004G156400,Potri.016G128600
AT4G25240,AT5G03570,Potri.012G126400,Potri.016G128600
AT5G01050,AT5G03570,Potri.006G094100,Potri.016G128600
AT4G12420,AT5G03570,Potri.003G112700,Potri.016G128600
AT5G58910,AT5G03570,Potri.009G042500,Potri.016G128600
AT2G38080,AT5G03570,Potri.016G112000,Potri.016G128600
AT5G05390,AT5G03570,Potri.008G073700,Potri.016G128600
AT2G46570,AT5G03570,Potri.014G100600,Potri.016G128600
AT5G01040,AT5G03570,Potri.006G094100,Potri.016G128600
AT2G40370,AT5G03570,Potri.008G073700,Potri.016G128600
AT5G21100,AT5G03570,Potri.009G159700,Potri.016G128600
AT5G51480,AT5G03570,Potri.012G126400,Potri.016G128600
AT5G07130,AT5G03570,Potri.013G152700,Potri.016G128600
AT5G01190,AT5G03570,Potri.016G112000,Potri.016G128600
AT2G29130,AT5G03570,Potri.001G401300,Potri.016G128600
AT1G18140,AT5G03570,Potri.012G048900,Potri.016G128600
AT1G24140,AT1G27190,Potri.012G104600,Potri.004G081700
AT1G70170,AT1G27190,Potri.012G104600,Potri.004G081700
AT1G59970,AT1G27190,Potri.015G103900,Potri.004G081700
AT4G01370,AT2G23200,Potri.002G162500,Potri.005G143200
AT3G59790,AT2G23200,Potri.007G139800,Potri.005G143200
AT3G51550,AT2G23200,Potri.016G138700,Potri.005G143200
AT3G45640,AT2G23200,Potri.009G066100,Potri.005G143200
AT5G61350,AT2G23200,Potri.015G061700,Potri.005G143200
AT5G56030,AT2G23200,Potri.001G466000,Potri.005G143200
AT2G18170,AT2G23200,Potri.005G119500,Potri.005G143200
AT5G56010,AT2G23200,Potri.001G466000,Potri.005G143200
AT4G39110,AT2G23200,Potri.009G120400,Potri.005G143200
AT1G70170,AT2G23200,Potri.012G104600,Potri.005G143200
AT2G47110,AT2G23200,Potri.001G025300,Potri.005G143200
AT5G52640,AT2G23200,Potri.017G146600,Potri.005G143200
AT5G39020,AT2G23200,Potri.017G096800,Potri.005G143200
AT1G59970,AT2G23200,Potri.015G103900,Potri.005G143200
AT4G05320,AT2G23200,Potri.011G134200,Potri.005G143200
AT2G39360,AT2G23200,Potri.010G213200,Potri.005G143200
AT5G39030,AT2G23200,Potri.017G096800,Potri.005G143200
AT4G05050,AT2G23200,Potri.004G021500,Potri.005G143200
AT1G23410,AT2G23200,Potri.001G025300,Potri.005G143200
AT2G46070,AT2G23200,Potri.014G088500,Potri.005G143200
AT1G10210,AT2G23200,Potri.002G032100,Potri.005G143200
AT3G46290,AT2G23200,Potri.001G234200,Potri.005G143200
AT2G36170,AT2G23200,Potri.016G077200,Potri.005G143200
AT5G03240,AT2G23200,Potri.011G134200,Potri.005G143200
AT3G04690,AT2G23200,Potri.013G042500,Potri.005G143200
AT5G39000,AT2G23200,Potri.017G095900,Potri.005G143200
AT2G21480,AT2G23200,Potri.009G120400,Potri.005G143200
AT5G28680,AT2G23200,Potri.005G055200,Potri.005G143200
AT1G24140,AT2G23200,Potri.012G104600,Potri.005G143200
AT5G38990,AT2G23200,Potri.017G096000,Potri.005G143200
AT5G37640,AT2G23200,Potri.017G036800,Potri.005G143200
AT1G01560,AT2G23200,Potri.002G162500,Potri.005G143200
AT4G36450,AT2G23200,Potri.005G119500,Potri.005G143200
AT1G30570,AT2G23200,Potri.001G467000,Potri.005G143200
AT5G54380,AT2G23200,Potri.001G405500,Potri.005G143200
AT2G43790,AT2G23200,Potri.007G139800,Potri.005G143200
AT4G02890,AT2G23200,Potri.017G036800,Potri.005G143200
AT3G52590,AT2G23200,Potri.016G077200,Potri.005G143200
AT4G11330,AT2G23200,Potri.003G131812,Potri.005G143200
AT1G07880,AT2G23200,Potri.003G131812,Potri.005G143200
AT5G24010,AT2G23200,Potri.004G079700,Potri.005G143200
AT3G62250,AT2G23200,Potri.001G025300,Potri.005G143200
AT5G56000,AT2G23200,Potri.001G466000,Potri.005G143200
AT1G59580,AT2G23200,Potri.002G032100,Potri.005G143200
AT1G70170,AT2G26730,Potri.012G104600,Potri.018G074300
AT1G59970,AT2G26730,Potri.015G103900,Potri.018G074300
AT1G24140,AT2G26730,Potri.012G104600,Potri.018G074300
AT1G59970,AT5G35370,Potri.015G103900,Potri.002G086500
AT1G24140,AT5G35370,Potri.012G104600,Potri.002G086500
AT1G70170,AT5G35370,Potri.012G104600,Potri.002G086500
AT5G39030,AT2G39360,Potri.017G096800,Potri.010G213200
AT4G11330,AT2G39360,Potri.003G131812,Potri.010G213200
AT1G70170,AT2G39360,Potri.012G104600,Potri.010G213200
AT1G59970,AT2G39360,Potri.015G103900,Potri.010G213200
AT2G23200,AT2G39360,Potri.005G143200,Potri.010G213200
AT4G01370,AT2G39360,Potri.002G162500,Potri.010G213200
AT3G04690,AT2G39360,Potri.013G042500,Potri.010G213200
AT5G56000,AT2G39360,Potri.001G466000,Potri.010G213200
AT5G24010,AT2G39360,Potri.004G079700,Potri.010G213200
AT2G36170,AT2G39360,Potri.016G077200,Potri.010G213200
AT2G47110,AT2G39360,Potri.001G025300,Potri.010G213200
AT1G30570,AT2G39360,Potri.001G467000,Potri.010G213200
AT5G28680,AT2G39360,Potri.005G055200,Potri.010G213200
AT5G03240,AT2G39360,Potri.011G134200,Potri.010G213200
AT5G39000,AT2G39360,Potri.017G095900,Potri.010G213200
AT3G59790,AT2G39360,Potri.007G139800,Potri.010G213200
AT3G45640,AT2G39360,Potri.009G066100,Potri.010G213200
AT2G18170,AT2G39360,Potri.005G119500,Potri.010G213200
AT4G05050,AT2G39360,Potri.004G021500,Potri.010G213200
AT1G59580,AT2G39360,Potri.002G032100,Potri.010G213200
AT1G24140,AT2G39360,Potri.012G104600,Potri.010G213200
AT4G39110,AT2G39360,Potri.009G120400,Potri.010G213200
AT5G56010,AT2G39360,Potri.001G466000,Potri.010G213200
AT3G62250,AT2G39360,Potri.001G025300,Potri.010G213200
AT5G37640,AT2G39360,Potri.017G036800,Potri.010G213200
AT1G10210,AT2G39360,Potri.002G032100,Potri.010G213200
AT5G38990,AT2G39360,Potri.017G096000,Potri.010G213200
AT3G51550,AT2G39360,Potri.016G138700,Potri.010G213200
AT2G21480,AT2G39360,Potri.009G120400,Potri.010G213200
AT5G52640,AT2G39360,Potri.017G146600,Potri.010G213200
AT2G43790,AT2G39360,Potri.007G139800,Potri.010G213200
AT3G46290,AT2G39360,Potri.001G234200,Potri.010G213200
AT1G23410,AT2G39360,Potri.001G025300,Potri.010G213200
AT2G46070,AT2G39360,Potri.014G088500,Potri.010G213200
AT5G54380,AT2G39360,Potri.001G405500,Potri.010G213200
AT5G61350,AT2G39360,Potri.015G061700,Potri.010G213200
AT5G56030,AT2G39360,Potri.001G466000,Potri.010G213200
AT4G05320,AT2G39360,Potri.011G134200,Potri.010G213200
AT1G01560,AT2G39360,Potri.002G162500,Potri.010G213200
AT5G39020,AT2G39360,Potri.017G096800,Potri.010G213200
AT4G02890,AT2G39360,Potri.017G036800,Potri.010G213200
AT4G36450,AT2G39360,Potri.005G119500,Potri.010G213200
AT3G52590,AT2G39360,Potri.016G077200,Potri.010G213200
AT1G07880,AT2G39360,Potri.003G131812,Potri.010G213200
AT2G46570,AT2G38460,Potri.014G100600,Potri.016G128600
AT4G25240,AT2G38460,Potri.012G126400,Potri.016G128600
AT5G60020,AT2G38460,Potri.001G401300,Potri.016G128600
AT5G03260,AT2G38460,Potri.004G156400,Potri.016G128600
AT5G07130,AT2G38460,Potri.013G152700,Potri.016G128600
AT3G09220,AT2G38460,Potri.006G094100,Potri.016G128600
AT5G01050,AT2G38460,Potri.006G094100,Potri.016G128600
AT2G29130,AT2G38460,Potri.001G401300,Potri.016G128600
AT5G09360,AT2G38460,Potri.001G206200,Potri.016G128600
AT5G21100,AT2G38460,Potri.009G159700,Potri.016G128600
AT1G18140,AT2G38460,Potri.012G048900,Potri.016G128600
AT5G01190,AT2G38460,Potri.016G112000,Potri.016G128600
AT5G51480,AT2G38460,Potri.012G126400,Potri.016G128600
AT5G01040,AT2G38460,Potri.006G094100,Potri.016G128600
AT5G48100,AT2G38460,Potri.005G200700,Potri.016G128600
AT5G58910,AT2G38460,Potri.009G042500,Potri.016G128600
AT2G30210,AT2G38460,Potri.013G152700,Potri.016G128600
AT4G12420,AT2G38460,Potri.003G112700,Potri.016G128600
AT2G38080,AT2G38460,Potri.016G112000,Potri.016G128600
AT5G05390,AT2G38460,Potri.008G073700,Potri.016G128600
AT2G40370,AT2G38460,Potri.008G073700,Potri.016G128600
AT3G01420,AT3G45140,Potri.008G106400,Potri.009G022400
AT1G73680,AT3G45140,Potri.012G049500,Potri.009G022400
AT3G01420,AT1G55020,Potri.008G106400,Potri.013G022000
AT1G73680,AT1G55020,Potri.012G049500,Potri.013G022000
AT1G24140,AT2G20850,Potri.012G104600,Potri.019G103900
AT1G59970,AT2G20850,Potri.015G103900,Potri.019G103900
AT1G70170,AT2G20850,Potri.012G104600,Potri.019G103900
AT2G26300,AT4G31110,Potri.018G048600,Potri.003G185688
AT3G03190,AT4G31110,Potri.017G138800,Potri.003G185688
AT5G03240,AT4G31110,Potri.011G134200,Potri.003G185688
AT1G23490,AT4G31110,Potri.013G005500,Potri.003G185688
AT3G12145,AT4G31110,Potri.006G058600,Potri.003G185688
AT2G30860,AT4G31110,Potri.017G138800,Potri.003G185688
AT1G17240,AT4G31110,Potri.003G074000,Potri.003G185688
AT1G02940,AT4G31110,Potri.002G207479,Potri.003G185688
AT2G36170,AT4G31110,Potri.016G077200,Potri.003G185688
AT1G80080,AT4G31110,Potri.001G202100,Potri.003G185688
AT4G24190,AT4G31110,Potri.005G241100,Potri.003G185688
AT1G13230,AT4G31110,Potri.008G114700,Potri.003G185688
AT5G56030,AT4G31110,Potri.001G466000,Potri.003G185688
AT1G02920,AT4G31110,Potri.002G207479,Potri.003G185688
AT1G02930,AT4G31110,Potri.002G207479,Potri.003G185688
AT1G68090,AT4G31110,Potri.008G139500,Potri.003G185688
AT4G05050,AT4G31110,Potri.004G021500,Potri.003G185688
AT5G06860,AT4G31110,Potri.006G058600,Potri.003G185688
AT1G23410,AT4G31110,Potri.001G025300,Potri.003G185688
AT5G06870,AT4G31110,Potri.006G058600,Potri.003G185688
AT1G02950,AT4G31110,Potri.002G207479,Potri.003G185688
AT1G74200,AT4G31110,Potri.011G104600,Potri.003G185688
AT3G62760,AT4G31110,Potri.002G207672,Potri.003G185688
AT1G17250,AT4G31110,Potri.003G074000,Potri.003G185688
AT2G30870,AT4G31110,Potri.017G138800,Potri.003G185688
AT5G56010,AT4G31110,Potri.001G466000,Potri.003G185688
AT5G17220,AT4G31110,Potri.017G138800,Potri.003G185688
AT2G47730,AT4G31110,Potri.002G207479,Potri.003G185688
AT3G62250,AT4G31110,Potri.001G025300,Potri.003G185688
AT3G12610,AT4G31110,Potri.009G064300,Potri.003G185688
AT2G47110,AT4G31110,Potri.001G025300,Potri.003G185688
AT2G02930,AT4G31110,Potri.002G207479,Potri.003G185688
AT4G02520,AT4G31110,Potri.002G207479,Potri.003G185688
AT1G70490,AT4G31110,Potri.013G005500,Potri.003G185688
AT4G02890,AT4G31110,Potri.017G036800,Potri.003G185688
AT5G52640,AT4G31110,Potri.017G146600,Potri.003G185688
AT2G42800,AT4G31110,Potri.008G211800,Potri.003G185688
AT3G28890,AT4G31110,Potri.012G027600,Potri.003G185688
AT3G52590,AT4G31110,Potri.016G077200,Potri.003G185688
AT4G05320,AT4G31110,Potri.011G134200,Potri.003G185688
AT1G49860,AT4G31110,Potri.002G207093,Potri.003G185688
AT5G56000,AT4G31110,Potri.001G466000,Potri.003G185688
AT5G37640,AT4G31110,Potri.017G036800,Potri.003G185688
AT3G23010,AT4G31110,Potri.001G389100,Potri.003G185688
AT1G74200,AT1G21250,Potri.011G104600,Potri.002G075951
AT3G62250,AT1G21250,Potri.001G025300,Potri.002G075951
AT1G02940,AT1G21250,Potri.002G207479,Potri.002G075951
AT4G24190,AT1G21250,Potri.005G241100,Potri.002G075951
AT2G47730,AT1G21250,Potri.002G207479,Potri.002G075951
AT2G30860,AT1G21250,Potri.017G138800,Potri.002G075951
AT5G03240,AT1G21250,Potri.011G134200,Potri.002G075951
AT5G56030,AT1G21250,Potri.001G466000,Potri.002G075951
AT5G17220,AT1G21250,Potri.017G138800,Potri.002G075951
AT2G47110,AT1G21250,Potri.001G025300,Potri.002G075951
AT5G56000,AT1G21250,Potri.001G466000,Potri.002G075951
AT3G03190,AT1G21250,Potri.017G138800,Potri.002G075951
AT2G26300,AT1G21250,Potri.018G048600,Potri.002G075951
AT3G12610,AT1G21250,Potri.009G064300,Potri.002G075951
AT4G05050,AT1G21250,Potri.004G021500,Potri.002G075951
AT1G02920,AT1G21250,Potri.002G207479,Potri.002G075951
AT1G13230,AT1G21250,Potri.008G114700,Potri.002G075951
AT3G23010,AT1G21250,Potri.001G389100,Potri.002G075951
AT1G23410,AT1G21250,Potri.001G025300,Potri.002G075951
AT1G02950,AT1G21250,Potri.002G207479,Potri.002G075951
AT3G12145,AT1G21250,Potri.006G058600,Potri.002G075951
AT4G02520,AT1G21250,Potri.002G207479,Potri.002G075951
AT3G52590,AT1G21250,Potri.016G077200,Potri.002G075951
AT2G02930,AT1G21250,Potri.002G207479,Potri.002G075951
AT5G56010,AT1G21250,Potri.001G466000,Potri.002G075951
AT1G02930,AT1G21250,Potri.002G207479,Potri.002G075951
AT1G70490,AT1G21250,Potri.013G005500,Potri.002G075951
AT5G06860,AT1G21250,Potri.006G058600,Potri.002G075951
AT4G02890,AT1G21250,Potri.017G036800,Potri.002G075951
AT1G80080,AT1G21250,Potri.001G202100,Potri.002G075951
AT2G36170,AT1G21250,Potri.016G077200,Potri.002G075951
AT3G28890,AT1G21250,Potri.012G027600,Potri.002G075951
AT5G06870,AT1G21250,Potri.006G058600,Potri.002G075951
AT3G62760,AT1G21250,Potri.002G207672,Potri.002G075951
AT1G23490,AT1G21250,Potri.013G005500,Potri.002G075951
AT2G42800,AT1G21250,Potri.008G211800,Potri.002G075951
AT4G05320,AT1G21250,Potri.011G134200,Potri.002G075951
AT5G37640,AT1G21250,Potri.017G036800,Potri.002G075951
AT1G49860,AT1G21250,Potri.002G207093,Potri.002G075951
AT1G68090,AT1G21250,Potri.008G139500,Potri.002G075951
AT2G30870,AT1G21250,Potri.017G138800,Potri.002G075951
AT5G52640,AT1G21250,Potri.017G146600,Potri.002G075951
AT1G17240,AT1G21250,Potri.003G074000,Potri.002G075951
AT1G17250,AT1G21250,Potri.003G074000,Potri.002G075951
AT1G70170,AT5G60900,Potri.012G104600,Potri.T084300
AT1G59970,AT5G60900,Potri.015G103900,Potri.T084300
AT1G24140,AT5G60900,Potri.012G104600,Potri.T084300
AT1G24140,AT5G28680,Potri.012G104600,Potri.005G055200
AT1G07880,AT5G28680,Potri.003G131812,Potri.005G055200
AT5G39030,AT5G28680,Potri.017G096800,Potri.005G055200
AT3G46290,AT5G28680,Potri.001G234200,Potri.005G055200
AT5G37640,AT5G28680,Potri.017G036800,Potri.005G055200
AT2G39360,AT5G28680,Potri.010G213200,Potri.005G055200
AT1G30570,AT5G28680,Potri.001G467000,Potri.005G055200
AT2G23200,AT5G28680,Potri.005G143200,Potri.005G055200
AT2G47110,AT5G28680,Potri.001G025300,Potri.005G055200
AT1G70170,AT5G28680,Potri.012G104600,Potri.005G055200
AT5G56000,AT5G28680,Potri.001G466000,Potri.005G055200
AT3G59790,AT5G28680,Potri.007G139800,Potri.005G055200
AT4G11330,AT5G28680,Potri.003G131812,Potri.005G055200
AT3G52590,AT5G28680,Potri.016G077200,Potri.005G055200
AT5G38990,AT5G28680,Potri.017G096000,Potri.005G055200
AT5G56030,AT5G28680,Potri.001G466000,Potri.005G055200
AT5G61350,AT5G28680,Potri.015G061700,Potri.005G055200
AT3G45640,AT5G28680,Potri.009G066100,Potri.005G055200
AT1G59580,AT5G28680,Potri.002G032100,Potri.005G055200
AT3G51550,AT5G28680,Potri.016G138700,Potri.005G055200
AT2G36170,AT5G28680,Potri.016G077200,Potri.005G055200
AT1G59970,AT5G28680,Potri.015G103900,Potri.005G055200
AT5G56010,AT5G28680,Potri.001G466000,Potri.005G055200
AT5G52640,AT5G28680,Potri.017G146600,Potri.005G055200
AT1G10210,AT5G28680,Potri.002G032100,Potri.005G055200
AT1G01560,AT5G28680,Potri.002G162500,Potri.005G055200
AT1G23410,AT5G28680,Potri.001G025300,Potri.005G055200
AT4G36450,AT5G28680,Potri.005G119500,Potri.005G055200
AT5G39020,AT5G28680,Potri.017G096800,Potri.005G055200
AT2G43790,AT5G28680,Potri.007G139800,Potri.005G055200
AT2G18170,AT5G28680,Potri.005G119500,Potri.005G055200
AT5G24010,AT5G28680,Potri.004G079700,Potri.005G055200
AT4G02890,AT5G28680,Potri.017G036800,Potri.005G055200
AT5G03240,AT5G28680,Potri.011G134200,Potri.005G055200
AT4G05320,AT5G28680,Potri.011G134200,Potri.005G055200
AT4G01370,AT5G28680,Potri.002G162500,Potri.005G055200
AT5G54380,AT5G28680,Potri.001G405500,Potri.005G055200
AT2G21480,AT5G28680,Potri.009G120400,Potri.005G055200
AT3G04690,AT5G28680,Potri.013G042500,Potri.005G055200
AT4G39110,AT5G28680,Potri.009G120400,Potri.005G055200
AT2G46070,AT5G28680,Potri.014G088500,Potri.005G055200
AT5G39000,AT5G28680,Potri.017G095900,Potri.005G055200
AT4G05050,AT5G28680,Potri.004G021500,Potri.005G055200
AT3G62250,AT5G28680,Potri.001G025300,Potri.005G055200
AT1G70170,AT5G20690,Potri.012G104600,Potri.006G139700
AT1G24140,AT5G20690,Potri.012G104600,Potri.006G139700
AT1G59970,AT5G20690,Potri.015G103900,Potri.006G139700
AT1G24140,AT4G22130,Potri.012G104600,Potri.004G005301
AT1G70170,AT4G22130,Potri.012G104600,Potri.004G005301
AT1G59970,AT4G22130,Potri.015G103900,Potri.004G005301
AT1G59970,AT1G78980,Potri.015G103900,Potri.007G002600
AT1G70170,AT1G78980,Potri.012G104600,Potri.007G002600
AT1G24140,AT1G78980,Potri.012G104600,Potri.007G002600
AT1G24140,AT3G13065,Potri.012G104600,Potri.014G001200
AT1G70170,AT3G13065,Potri.012G104600,Potri.014G001200
AT1G59970,AT3G13065,Potri.015G103900,Potri.014G001200
AT1G24140,AT4G03390,Potri.012G104600,Potri.019G103900
AT1G70170,AT4G03390,Potri.012G104600,Potri.019G103900
AT1G59970,AT4G03390,Potri.015G103900,Potri.019G103900
AT3G12610,AT1G16130,Potri.009G064300,Potri.001G039200
AT5G06870,AT1G16130,Potri.006G058600,Potri.001G039200
AT3G23010,AT1G16130,Potri.001G389100,Potri.001G039200
AT5G17220,AT1G16130,Potri.017G138800,Potri.001G039200
AT4G05320,AT1G16130,Potri.011G134200,Potri.001G039200
AT2G26300,AT1G16130,Potri.018G048600,Potri.001G039200
AT1G70490,AT1G16130,Potri.013G005500,Potri.001G039200
AT5G56030,AT1G16130,Potri.001G466000,Potri.001G039200
AT1G02930,AT1G16130,Potri.002G207479,Potri.001G039200
AT4G24190,AT1G16130,Potri.005G241100,Potri.001G039200
AT2G02930,AT1G16130,Potri.002G207479,Potri.001G039200
AT5G37640,AT1G16130,Potri.017G036800,Potri.001G039200
AT1G17240,AT1G16130,Potri.003G074000,Potri.001G039200
AT5G56010,AT1G16130,Potri.001G466000,Potri.001G039200
AT1G17250,AT1G16130,Potri.003G074000,Potri.001G039200
AT1G74200,AT1G16130,Potri.011G104600,Potri.001G039200
AT2G47110,AT1G16130,Potri.001G025300,Potri.001G039200
AT1G02940,AT1G16130,Potri.002G207479,Potri.001G039200
AT1G23410,AT1G16130,Potri.001G025300,Potri.001G039200
AT1G02950,AT1G16130,Potri.002G207479,Potri.001G039200
AT4G02520,AT1G16130,Potri.002G207479,Potri.001G039200
AT3G03190,AT1G16130,Potri.017G138800,Potri.001G039200
AT5G06860,AT1G16130,Potri.006G058600,Potri.001G039200
AT1G02920,AT1G16130,Potri.002G207479,Potri.001G039200
AT4G05050,AT1G16130,Potri.004G021500,Potri.001G039200
AT3G62250,AT1G16130,Potri.001G025300,Potri.001G039200
AT1G68090,AT1G16130,Potri.008G139500,Potri.001G039200
AT1G23490,AT1G16130,Potri.013G005500,Potri.001G039200
AT2G36170,AT1G16130,Potri.016G077200,Potri.001G039200
AT3G62760,AT1G16130,Potri.002G207672,Potri.001G039200
AT2G30870,AT1G16130,Potri.017G138800,Potri.001G039200
AT1G13230,AT1G16130,Potri.008G114700,Potri.001G039200
AT1G49860,AT1G16130,Potri.002G207093,Potri.001G039200
AT5G03240,AT1G16130,Potri.011G134200,Potri.001G039200
AT3G52590,AT1G16130,Potri.016G077200,Potri.001G039200
AT1G80080,AT1G16130,Potri.001G202100,Potri.001G039200
AT3G28890,AT1G16130,Potri.012G027600,Potri.001G039200
AT5G56000,AT1G16130,Potri.001G466000,Potri.001G039200
AT2G47730,AT1G16130,Potri.002G207479,Potri.001G039200
AT2G30860,AT1G16130,Potri.017G138800,Potri.001G039200
AT3G12145,AT1G16130,Potri.006G058600,Potri.001G039200
AT2G42800,AT1G16130,Potri.008G211800,Potri.001G039200
AT5G52640,AT1G16130,Potri.017G146600,Potri.001G039200
AT4G02890,AT1G16130,Potri.017G036800,Potri.001G039200
AT2G36640,AT2G41700,Potri.015G060600,Potri.006G049300
AT3G53040,AT2G41700,Potri.015G060600,Potri.006G049300
AT1G59970,AT1G60630,Potri.015G103900,Potri.010G097200
AT1G70170,AT1G60630,Potri.012G104600,Potri.010G097200
AT1G24140,AT1G60630,Potri.012G104600,Potri.010G097200
AT2G02930,AT1G16110,Potri.002G207479,Potri.003G186100
AT1G17250,AT1G16110,Potri.003G074000,Potri.003G186100
AT3G62250,AT1G16110,Potri.001G025300,Potri.003G186100
AT2G47110,AT1G16110,Potri.001G025300,Potri.003G186100
AT1G23490,AT1G16110,Potri.013G005500,Potri.003G186100
AT1G68090,AT1G16110,Potri.008G139500,Potri.003G186100
AT1G49860,AT1G16110,Potri.002G207093,Potri.003G186100
AT4G24190,AT1G16110,Potri.005G241100,Potri.003G186100
AT2G26300,AT1G16110,Potri.018G048600,Potri.003G186100
AT3G23010,AT1G16110,Potri.001G389100,Potri.003G186100
AT2G36170,AT1G16110,Potri.016G077200,Potri.003G186100
AT1G70490,AT1G16110,Potri.013G005500,Potri.003G186100
AT5G06870,AT1G16110,Potri.006G058600,Potri.003G186100
AT2G47730,AT1G16110,Potri.002G207479,Potri.003G186100
AT5G56010,AT1G16110,Potri.001G466000,Potri.003G186100
AT5G56030,AT1G16110,Potri.001G466000,Potri.003G186100
AT1G02950,AT1G16110,Potri.002G207479,Potri.003G186100
AT3G12610,AT1G16110,Potri.009G064300,Potri.003G186100
AT1G02930,AT1G16110,Potri.002G207479,Potri.003G186100
AT5G37640,AT1G16110,Potri.017G036800,Potri.003G186100
AT5G06860,AT1G16110,Potri.006G058600,Potri.003G186100
AT1G80080,AT1G16110,Potri.001G202100,Potri.003G186100
AT5G03240,AT1G16110,Potri.011G134200,Potri.003G186100
AT3G52590,AT1G16110,Potri.016G077200,Potri.003G186100
AT5G17220,AT1G16110,Potri.017G138800,Potri.003G186100
AT5G52640,AT1G16110,Potri.017G146600,Potri.003G186100
AT2G42800,AT1G16110,Potri.008G211800,Potri.003G186100
AT3G62760,AT1G16110,Potri.002G207672,Potri.003G186100
AT4G05050,AT1G16110,Potri.004G021500,Potri.003G186100
AT1G02920,AT1G16110,Potri.002G207479,Potri.003G186100
AT3G28890,AT1G16110,Potri.012G027600,Potri.003G186100
AT3G12145,AT1G16110,Potri.006G058600,Potri.003G186100
AT1G23410,AT1G16110,Potri.001G025300,Potri.003G186100
AT4G02890,AT1G16110,Potri.017G036800,Potri.003G186100
AT3G03190,AT1G16110,Potri.017G138800,Potri.003G186100
AT1G02940,AT1G16110,Potri.002G207479,Potri.003G186100
AT1G17240,AT1G16110,Potri.003G074000,Potri.003G186100
AT4G05320,AT1G16110,Potri.011G134200,Potri.003G186100
AT2G30870,AT1G16110,Potri.017G138800,Potri.003G186100
AT1G74200,AT1G16110,Potri.011G104600,Potri.003G186100
AT1G13230,AT1G16110,Potri.008G114700,Potri.003G186100
AT5G56000,AT1G16110,Potri.001G466000,Potri.003G186100
AT4G02520,AT1G16110,Potri.002G207479,Potri.003G186100
AT2G30860,AT1G16110,Potri.017G138800,Potri.003G186100
AT3G62760,AT5G66790,Potri.002G207672,Potri.005G130900
AT1G02940,AT5G66790,Potri.002G207479,Potri.005G130900
AT2G02930,AT5G66790,Potri.002G207479,Potri.005G130900
AT3G03190,AT5G66790,Potri.017G138800,Potri.005G130900
AT4G02520,AT5G66790,Potri.002G207479,Potri.005G130900
AT1G70490,AT5G66790,Potri.013G005500,Potri.005G130900
AT1G02920,AT5G66790,Potri.002G207479,Potri.005G130900
AT4G24190,AT5G66790,Potri.005G241100,Potri.005G130900
AT5G06860,AT5G66790,Potri.006G058600,Potri.005G130900
AT1G80080,AT5G66790,Potri.001G202100,Potri.005G130900
AT1G02950,AT5G66790,Potri.002G207479,Potri.005G130900
AT2G47110,AT5G66790,Potri.001G025300,Potri.005G130900
AT5G06870,AT5G66790,Potri.006G058600,Potri.005G130900
AT5G52640,AT5G66790,Potri.017G146600,Potri.005G130900
AT3G62250,AT5G66790,Potri.001G025300,Potri.005G130900
AT1G23410,AT5G66790,Potri.001G025300,Potri.005G130900
AT4G05050,AT5G66790,Potri.004G021500,Potri.005G130900
AT5G56030,AT5G66790,Potri.001G466000,Potri.005G130900
AT2G36170,AT5G66790,Potri.016G077200,Potri.005G130900
AT1G17250,AT5G66790,Potri.003G074000,Potri.005G130900
AT5G03240,AT5G66790,Potri.011G134200,Potri.005G130900
AT1G49860,AT5G66790,Potri.002G207093,Potri.005G130900
AT1G13230,AT5G66790,Potri.008G114700,Potri.005G130900
AT5G56010,AT5G66790,Potri.001G466000,Potri.005G130900
AT3G12145,AT5G66790,Potri.006G058600,Potri.005G130900
AT5G56000,AT5G66790,Potri.001G466000,Potri.005G130900
AT2G26300,AT5G66790,Potri.018G048600,Potri.005G130900
AT1G17240,AT5G66790,Potri.003G074000,Potri.005G130900
AT1G23490,AT5G66790,Potri.013G005500,Potri.005G130900
AT2G47730,AT5G66790,Potri.002G207479,Potri.005G130900
AT2G42800,AT5G66790,Potri.008G211800,Potri.005G130900
AT3G12610,AT5G66790,Potri.009G064300,Potri.005G130900
AT1G74200,AT5G66790,Potri.011G104600,Potri.005G130900
AT1G68090,AT5G66790,Potri.008G139500,Potri.005G130900
AT5G37640,AT5G66790,Potri.017G036800,Potri.005G130900
AT2G30860,AT5G66790,Potri.017G138800,Potri.005G130900
AT3G28890,AT5G66790,Potri.012G027600,Potri.005G130900
