Receptor_Ath_clean,Ligand_Ath_clean,Ligand_Ath,Receptor_Ath,source,Organism,Ligand_Ptr,Receptor_Ptr,Ligand_Mapped,Receptor_Mapped,Both_Mapped,Ligand_Identity,Ligand_Coverage,Ligand_Evalue,Ligand_Bitscore,Receptor_Identity,Receptor_Coverage,Receptor_Evalue,Receptor_Bitscore
AT4G34460,AT1G14700,AT1G14700,AT4G34460,IntAct,Arabidopsis thaliana,Potri.008G139125,Potri.004G153700,TRUE,TRUE,TRUE,67.823,86,2.67e-169,476,83.641,100,0,633
AT4G34460,AT1G14700,AT1G14700,AT4G34460,BIOGRID,Arabidopsis thaliana,Potri.008G139125,Potri.004G153700,TRUE,TRUE,TRUE,67.823,86,2.67e-169,476,83.641,100,0,633
AT4G34460,AT2G03670,AT2G03670,AT4G34460,BIOGRID,Arabidopsis thaliana,Potri.001G128700,Potri.004G153700,TRUE,TRUE,TRUE,74.958,96,0,861,83.641,100,0,633
AT4G34460,AT3G13790,AT3G13790,AT4G34460,BIOGRID,Arabidopsis thaliana,Potri.006G227400,Potri.004G153700,TRUE,TRUE,TRUE,60.644,95,0,703,83.641,100,0,633
AT4G34460,AT5G24090,AT5G24090,AT4G34460,interactome2.0,Arabidopsis thaliana,Potri.015G024200,Potri.004G153700,TRUE,TRUE,TRUE,74.91,92,3.15e-155,436,83.641,100,0,633
AT4G34580,AT1G12040,AT1G12040,AT4G34580,STRING,Arabidopsis thaliana,Potri.006G081200,Potri.004G157600,TRUE,TRUE,TRUE,68.049,54,0,573,60.307,99,0,669
AT4G34580,AT1G12560,AT1G12560,AT4G34580,STRING,Arabidopsis thaliana,Potri.001G112901,Potri.004G157600,TRUE,TRUE,TRUE,65.314,100,1.39e-130,371,60.307,99,0,669
AT4G34580,AT1G62440,AT1G62440,AT4G34580,STRING,Arabidopsis thaliana,Potri.018G151000,Potri.004G157600,TRUE,TRUE,TRUE,67.512,51,0,559,60.307,99,0,669
AT4G34580,AT1G62980,AT1G62980,AT4G34580,STRING,Arabidopsis thaliana,Potri.001G112901,Potri.004G157600,TRUE,TRUE,TRUE,64.479,97,7.7e-123,351,60.307,99,0,669
AT4G34580,AT3G49960,AT3G49960,AT4G34580,STRING,Arabidopsis thaliana,Potri.007G053400,Potri.004G157600,TRUE,TRUE,TRUE,66.774,94,9.78e-158,445,60.307,99,0,669
AT4G34580,AT3G62680,AT3G62680,AT4G34580,STRING,Arabidopsis thaliana,Potri.014G126300,Potri.004G157600,TRUE,TRUE,TRUE,30.919,96,2.84e-24,101,60.307,99,0,669
AT4G34580,AT4G25820,AT4G25820,AT4G34580,STRING,Arabidopsis thaliana,Potri.013G005700,Potri.004G157600,TRUE,TRUE,TRUE,62.63,98,2.82e-129,371,60.307,99,0,669
AT4G34580,AT4G28850,AT4G28850,AT4G34580,STRING,Arabidopsis thaliana,Potri.018G084300,Potri.004G157600,TRUE,TRUE,TRUE,62.838,100,1.36e-142,403,60.307,99,0,669
AT4G34580,AT5G67400,AT5G67400,AT4G34580,STRING,Arabidopsis thaliana,Potri.007G053400,Potri.004G157600,TRUE,TRUE,TRUE,70.462,98,5.06e-168,471,60.307,99,0,669
AT4G35020,AT2G15230,AT2G15230,AT4G35020,STRING,Arabidopsis thaliana,Potri.009G094900,Potri.004G174900,TRUE,TRUE,TRUE,65.414,99,0,564,91.457,100,6.31e-130,363
AT4G35020,AT5G12370,AT5G12370,AT4G35020,STRING,Arabidopsis thaliana,Potri.014G090100,Potri.004G174900,TRUE,TRUE,TRUE,84.352,98,0,1354,91.457,100,6.31e-130,363
AT4G35020,AT5G12370,AT5G12370,AT4G35020,interactome2.0,Arabidopsis thaliana,Potri.014G090100,Potri.004G174900,TRUE,TRUE,TRUE,84.352,98,0,1354,91.457,100,6.31e-130,363
AT4G35100,AT1G28490,AT1G28490,AT4G35100,STRING,Arabidopsis thaliana,Potri.004G050800,Potri.004G176300,TRUE,TRUE,TRUE,75,100,2.7e-133,376,90.036,100,0,514
AT4G35100,AT1G28490,AT1G28490,AT4G35100,BIOGRID,Arabidopsis thaliana,Potri.004G050800,Potri.004G176300,TRUE,TRUE,TRUE,75,100,2.7e-133,376,90.036,100,0,514
AT4G35350,AT1G01900,AT1G01900,AT4G35350,plant.MAP,Arabidopsis thaliana,Potri.014G074600,Potri.004G207600,TRUE,TRUE,TRUE,56.921,98,0,885,75,99,0,568
AT4G35350,AT3G16920,AT3G16920,AT4G35350,STRING,Arabidopsis thaliana,Potri.010G141600,Potri.004G207600,TRUE,TRUE,TRUE,85.24,78,1.42e-178,498,75,99,0,568
AT4G35350,AT3G62020,AT3G62020,AT4G35350,STRING,Arabidopsis thaliana,Potri.002G184900,Potri.004G207600,TRUE,TRUE,TRUE,81.095,90,4.07e-117,333,75,99,0,568
AT4G35350,AT4G30020,AT4G30020,AT4G35350,plant.MAP,Arabidopsis thaliana,Potri.006G076200,Potri.004G207600,TRUE,TRUE,TRUE,82.614,99,0,1381,75,99,0,568
AT4G35350,AT5G03260,AT5G03260,AT4G35350,STRING,Arabidopsis thaliana,Potri.004G156400,Potri.004G207600,TRUE,TRUE,TRUE,78.058,99,0,932,75,99,0,568
AT4G35350,AT5G04200,AT5G04200,AT4G35350,STRING,Arabidopsis thaliana,Potri.006G026450,Potri.004G207600,TRUE,TRUE,TRUE,65.337,98,1.27e-150,426,75,99,0,568
AT4G35350,AT5G09440,AT5G09440,AT4G35350,plant.MAP,Arabidopsis thaliana,Potri.017G051700,Potri.004G207600,TRUE,TRUE,TRUE,62.207,100,1.37e-125,360,75,99,0,568
AT4G35350,AT5G64260,AT5G64260,AT4G35350,plant.MAP,Arabidopsis thaliana,Potri.017G051700,Potri.004G207600,TRUE,TRUE,TRUE,71.753,100,8.89e-159,445,75,99,0,568
AT4G35580,AT1G16950,AT1G16950,AT4G35580,IntAct,Arabidopsis thaliana,Potri.004G061300,Potri.011G149300,TRUE,TRUE,TRUE,36.893,88,9.45e-11,54.3,46.628,83,2e-135,408
AT4G35580,AT1G75880,AT1G75880,AT4G35580,IntAct,Arabidopsis thaliana,Potri.005G242800,Potri.011G149300,TRUE,TRUE,TRUE,55.89,96,3.46e-150,429,46.628,83,2e-135,408
AT4G35580,AT2G26010,AT2G26010,AT4G35580,IntAct,Arabidopsis thaliana,,Potri.011G149300,FALSE,TRUE,FALSE,,,,,46.628,83,2e-135,408
AT4G35580,AT2G26010,AT2G26010,AT4G35580,BIOGRID,Arabidopsis thaliana,,Potri.011G149300,FALSE,TRUE,FALSE,,,,,46.628,83,2e-135,408
AT4G35580,AT4G22212,AT4G22212,AT4G35580,IntAct,Arabidopsis thaliana,,Potri.011G149300,FALSE,TRUE,FALSE,,,,,46.628,83,2e-135,408
AT4G35580,AT4G22214,AT4G22214,AT4G35580,IntAct,Arabidopsis thaliana,,Potri.011G149300,FALSE,TRUE,FALSE,,,,,46.628,83,2e-135,408
AT4G35580,AT4G28780,AT4G28780,AT4G35580,STRING,Arabidopsis thaliana,Potri.002G253400,Potri.011G149300,TRUE,TRUE,TRUE,72.678,99,0,559,46.628,83,2e-135,408
AT4G35580,AT4G28780,AT4G28780,AT4G35580,IntAct,Arabidopsis thaliana,Potri.002G253400,Potri.011G149300,TRUE,TRUE,TRUE,72.678,99,0,559,46.628,83,2e-135,408
AT4G35580,AT5G44420,AT5G44420,AT4G35580,IntAct,Arabidopsis thaliana,,Potri.011G149300,FALSE,TRUE,FALSE,,,,,46.628,83,2e-135,408
AT4G35580,AT5G44420,AT5G44420,AT4G35580,BIOGRID,Arabidopsis thaliana,,Potri.011G149300,FALSE,TRUE,FALSE,,,,,46.628,83,2e-135,408
AT4G35580,AT5G67210,AT5G67210,AT4G35580,IntAct,Arabidopsis thaliana,Potri.005G141300,Potri.011G149300,TRUE,TRUE,TRUE,71.111,99,1.01e-171,479,46.628,83,2e-135,408
AT4G35580,AT5G67210,AT5G67210,AT4G35580,BIOGRID,Arabidopsis thaliana,Potri.005G141300,Potri.011G149300,TRUE,TRUE,TRUE,71.111,99,1.01e-171,479,46.628,83,2e-135,408
AT4G35600,AT1G68765,AT1G68765,AT4G35600,STRING,Arabidopsis thaliana,Potri.010G131500,Potri.007G062700,TRUE,TRUE,TRUE,45.455,81,2.13e-11,55.1,59.024,94,1.63e-170,485
AT4G35790,AT1G07230,AT1G07230,AT4G35790,STRING,Arabidopsis thaliana,Potri.001G250500,Potri.005G105600,TRUE,TRUE,TRUE,77.095,100,0,857,69.187,100,0,1276
AT4G35790,AT2G06925,AT2G06925,AT4G35790,STRING,Arabidopsis thaliana,Potri.018G132100,Potri.005G105600,TRUE,TRUE,TRUE,79.562,92,1.12e-79,233,69.187,100,0,1276
AT4G35790,AT2G26870,AT2G26870,AT4G35790,STRING,Arabidopsis thaliana,Potri.009G069900,Potri.005G105600,TRUE,TRUE,TRUE,74.395,96,0,786,69.187,100,0,1276
AT4G35790,AT3G48610,AT3G48610,AT4G35790,STRING,Arabidopsis thaliana,Potri.012G099300,Potri.005G105600,TRUE,TRUE,TRUE,79.102,98,0,843,69.187,100,0,1276
AT4G36490,AT5G14180,AT5G14180,AT4G36490,interactome2.0,Arabidopsis thaliana,Potri.001G332300,Potri.005G119700,TRUE,TRUE,TRUE,64.103,93,0,536,67.558,99,0,743
AT4G36750,AT3G12490,AT3G12490,AT4G36750,interactome2.0,Arabidopsis thaliana,Potri.003G192200,Potri.007G029600,TRUE,TRUE,TRUE,64.957,99,3.09e-106,306,73.358,99,4.84e-139,392
AT4G37220,AT1G14700,AT1G14700,AT4G37220,IntAct,Arabidopsis thaliana,Potri.008G139125,Potri.007G033801,TRUE,TRUE,TRUE,67.823,86,2.67e-169,476,64.179,99,1.52e-96,280
AT4G37220,AT1G74670,AT1G74670,AT4G37220,STRING,Arabidopsis thaliana,Potri.017G083000,Potri.007G033801,TRUE,TRUE,TRUE,63.889,100,1.22e-35,117,64.179,99,1.52e-96,280
AT4G37250,AT1G24140,AT1G24140,AT4G37250,orthologs,Arabidopsis thaliana,Potri.012G104600,Potri.007G048800,TRUE,TRUE,TRUE,60.119,87,1.18e-141,408,60.414,98,0,854
AT4G37250,AT1G59970,AT1G59970,AT4G37250,orthologs,Arabidopsis thaliana,Potri.015G103900,Potri.007G048800,TRUE,TRUE,TRUE,56.215,94,4.79e-137,395,60.414,98,0,854
AT4G37250,AT1G70170,AT1G70170,AT4G37250,orthologs,Arabidopsis thaliana,Potri.012G104600,Potri.007G048800,TRUE,TRUE,TRUE,57.418,96,7.54e-140,403,60.414,98,0,854
AT4G37450,AT2G13820,AT2G13820,AT4G37450,STRING,Arabidopsis thaliana,Potri.001G210100,,TRUE,FALSE,FALSE,49.635,81,3.12e-37,127,,,,
AT4G37450,AT2G33790,AT2G33790,AT4G37450,STRING,Arabidopsis thaliana,Potri.011G053600,,TRUE,FALSE,FALSE,38.521,100,9.51e-39,135,,,,
AT4G38430,AT4G12960,AT4G12960,AT4G38430,STRING,Arabidopsis thaliana,Potri.012G107300,Potri.009G140100,TRUE,TRUE,TRUE,41.743,84,1.03e-50,167,69.297,100,0,763
AT4G38530,AT1G07230,AT1G07230,AT4G38530,STRING,Arabidopsis thaliana,Potri.001G250500,Potri.001G252300,TRUE,TRUE,TRUE,77.095,100,0,857,56.894,98,0,663
AT4G38580,AT4G38700,AT4G38700,AT4G38580,STRING,Arabidopsis thaliana,Potri.009G130900,Potri.004G175400,TRUE,TRUE,TRUE,54.011,98,4.41e-67,204,78.065,100,1.99e-88,255
AT4G38830,AT5G39580,AT5G39580,AT4G38830,STRING,Arabidopsis thaliana,Potri.016G125000,Potri.004G026350,TRUE,TRUE,TRUE,63.975,97,3.19e-144,410,48.321,98,0,615
AT4G38850,AT2G40610,AT2G40610,AT4G38850,STRING,Arabidopsis thaliana,Potri.019G057500,Potri.009G126300,TRUE,TRUE,TRUE,85.408,92,2.39e-150,419,69.136,88,5.71e-35,115
AT4G39110,AT1G01560,AT1G01560,AT4G39110,orthologs,Arabidopsis thaliana,Potri.002G162500,Potri.009G120400,TRUE,TRUE,TRUE,85.326,99,0,652,70.361,94,0,1217
AT4G39110,AT1G07880,AT1G07880,AT4G39110,orthologs,Arabidopsis thaliana,Potri.003G131812,Potri.009G120400,TRUE,TRUE,TRUE,75.354,97,0,573,70.361,94,0,1217
AT4G39110,AT1G10210,AT1G10210,AT4G39110,orthologs,Arabidopsis thaliana,Potri.002G032100,Potri.009G120400,TRUE,TRUE,TRUE,85.405,99,0,681,70.361,94,0,1217
AT4G39110,AT1G23410,AT1G23410,AT4G39110,orthologs,Arabidopsis thaliana,Potri.001G025300,Potri.009G120400,TRUE,TRUE,TRUE,92.157,97,6.81e-86,249,70.361,94,0,1217
AT4G39110,AT1G24140,AT1G24140,AT4G39110,orthologs,Arabidopsis thaliana,Potri.012G104600,Potri.009G120400,TRUE,TRUE,TRUE,60.119,87,1.18e-141,408,70.361,94,0,1217
AT4G39110,AT1G28270,AT1G28270,AT4G39110,literature,Arabidopsis thaliana,Potri.004G044900,Potri.009G120400,TRUE,TRUE,TRUE,48.276,100,3.17e-30,104,70.361,94,0,1217
AT4G39110,AT1G30570,AT1G30570,AT4G39110,orthologs,Arabidopsis thaliana,Potri.001G467000,Potri.009G120400,TRUE,TRUE,TRUE,65.614,96,0,1110,70.361,94,0,1217
AT4G39110,AT1G59580,AT1G59580,AT4G39110,orthologs,Arabidopsis thaliana,Potri.002G032100,Potri.009G120400,TRUE,TRUE,TRUE,85.946,98,0,684,70.361,94,0,1217
AT4G39110,AT1G59970,AT1G59970,AT4G39110,orthologs,Arabidopsis thaliana,Potri.015G103900,Potri.009G120400,TRUE,TRUE,TRUE,56.215,94,4.79e-137,395,70.361,94,0,1217
AT4G39110,AT1G70170,AT1G70170,AT4G39110,orthologs,Arabidopsis thaliana,Potri.012G104600,Potri.009G120400,TRUE,TRUE,TRUE,57.418,96,7.54e-140,403,70.361,94,0,1217
AT4G39110,AT2G18170,AT2G18170,AT4G39110,orthologs,Arabidopsis thaliana,Potri.005G119500,Potri.009G120400,TRUE,TRUE,TRUE,83.607,99,0,663,70.361,94,0,1217
AT4G39110,AT2G21480,AT2G21480,AT4G39110,orthologs,Arabidopsis thaliana,Potri.009G120400,Potri.009G120400,TRUE,TRUE,TRUE,69.398,94,0,1206,70.361,94,0,1217
AT4G39110,AT2G23200,AT2G23200,AT4G39110,orthologs,Arabidopsis thaliana,Potri.005G143200,Potri.009G120400,TRUE,TRUE,TRUE,47.939,98,0,692,70.361,94,0,1217
AT4G39110,AT2G33775,AT2G33775,AT4G39110,literature,Arabidopsis thaliana,Potri.004G044900,Potri.009G120400,TRUE,TRUE,TRUE,50,100,7.02e-31,106,70.361,94,0,1217
AT4G39110,AT2G36170,AT2G36170,AT4G39110,orthologs,Arabidopsis thaliana,Potri.016G077200,Potri.009G120400,TRUE,TRUE,TRUE,98.45,100,2.21e-91,260,70.361,94,0,1217
AT4G39110,AT2G39360,AT2G39360,AT4G39110,orthologs,Arabidopsis thaliana,Potri.010G213200,Potri.009G120400,TRUE,TRUE,TRUE,53.541,98,0,835,70.361,94,0,1217
AT4G39110,AT2G43790,AT2G43790,AT4G39110,orthologs,Arabidopsis thaliana,Potri.007G139800,Potri.009G120400,TRUE,TRUE,TRUE,86.849,100,0,710,70.361,94,0,1217
AT4G39110,AT2G46070,AT2G46070,AT4G39110,orthologs,Arabidopsis thaliana,Potri.014G088500,Potri.009G120400,TRUE,TRUE,TRUE,81.081,99,0,625,70.361,94,0,1217
AT4G39110,AT2G47110,AT2G47110,AT4G39110,orthologs,Arabidopsis thaliana,Potri.001G025300,Potri.009G120400,TRUE,TRUE,TRUE,96.129,98,1.03e-107,304,70.361,94,0,1217
AT4G39110,AT3G04690,AT3G04690,AT4G39110,orthologs,Arabidopsis thaliana,Potri.013G042500,Potri.009G120400,TRUE,TRUE,TRUE,63.036,99,0,1130,70.361,94,0,1217
AT4G39110,AT3G45640,AT3G45640,AT4G39110,orthologs,Arabidopsis thaliana,Potri.009G066100,Potri.009G120400,TRUE,TRUE,TRUE,84.488,97,0,652,70.361,94,0,1217
AT4G39110,AT3G46290,AT3G46290,AT4G39110,orthologs,Arabidopsis thaliana,Potri.001G234200,Potri.009G120400,TRUE,TRUE,TRUE,67.428,99,0,1125,70.361,94,0,1217
AT4G39110,AT3G51550,AT3G51550,AT4G39110,orthologs,Arabidopsis thaliana,Potri.016G138700,Potri.009G120400,TRUE,TRUE,TRUE,74.858,97,0,1330,70.361,94,0,1217
AT4G39110,AT3G52590,AT3G52590,AT4G39110,orthologs,Arabidopsis thaliana,Potri.016G077200,Potri.009G120400,TRUE,TRUE,TRUE,98.45,100,2.21e-91,260,70.361,94,0,1217
AT4G39110,AT3G59790,AT3G59790,AT4G39110,orthologs,Arabidopsis thaliana,Potri.007G139800,Potri.009G120400,TRUE,TRUE,TRUE,74.792,92,0,577,70.361,94,0,1217
AT4G39110,AT3G62250,AT3G62250,AT4G39110,orthologs,Arabidopsis thaliana,Potri.001G025300,Potri.009G120400,TRUE,TRUE,TRUE,96.104,97,3.51e-90,259,70.361,94,0,1217
AT4G39110,AT4G01370,AT4G01370,AT4G39110,orthologs,Arabidopsis thaliana,Potri.002G162500,Potri.009G120400,TRUE,TRUE,TRUE,88.493,97,0,684,70.361,94,0,1217
AT4G39110,AT4G02890,AT4G02890,AT4G39110,orthologs,Arabidopsis thaliana,Potri.017G036800,Potri.009G120400,TRUE,TRUE,TRUE,100,100,0,605,70.361,94,0,1217
AT4G39110,AT4G05050,AT4G05050,AT4G39110,orthologs,Arabidopsis thaliana,Potri.004G021500,Potri.009G120400,TRUE,TRUE,TRUE,100,100,5.78e-164,455,70.361,94,0,1217
AT4G39110,AT4G05320,AT4G05320,AT4G39110,orthologs,Arabidopsis thaliana,Potri.011G134200,Potri.009G120400,TRUE,TRUE,TRUE,100,100,0,903,70.361,94,0,1217
AT4G39110,AT4G11330,AT4G11330,AT4G39110,orthologs,Arabidopsis thaliana,Potri.003G131812,Potri.009G120400,TRUE,TRUE,TRUE,81.616,95,0,630,70.361,94,0,1217
AT4G39110,AT4G36450,AT4G36450,AT4G39110,orthologs,Arabidopsis thaliana,Potri.005G119500,Potri.009G120400,TRUE,TRUE,TRUE,79.945,99,0,619,70.361,94,0,1217
AT4G39110,AT5G03240,AT5G03240,AT4G39110,orthologs,Arabidopsis thaliana,Potri.011G134200,Potri.009G120400,TRUE,TRUE,TRUE,100,99,0,603,70.361,94,0,1217
AT4G39110,AT5G24010,AT5G24010,AT4G39110,orthologs,Arabidopsis thaliana,Potri.004G079700,Potri.009G120400,TRUE,TRUE,TRUE,66.338,97,0,1090,70.361,94,0,1217
AT4G39110,AT5G28680,AT5G28680,AT4G39110,orthologs,Arabidopsis thaliana,Potri.005G055200,Potri.009G120400,TRUE,TRUE,TRUE,63.668,100,0,1116,70.361,94,0,1217
AT4G39110,AT5G37640,AT5G37640,AT4G39110,orthologs,Arabidopsis thaliana,Potri.017G036800,Potri.009G120400,TRUE,TRUE,TRUE,90.492,95,0,538,70.361,94,0,1217
AT4G39110,AT5G38990,AT5G38990,AT4G39110,orthologs,Arabidopsis thaliana,Potri.017G096000,Potri.009G120400,TRUE,TRUE,TRUE,51.016,99,0,842,70.361,94,0,1217
AT4G39110,AT5G39000,AT5G39000,AT4G39110,orthologs,Arabidopsis thaliana,Potri.017G095900,Potri.009G120400,TRUE,TRUE,TRUE,53.571,97,0,870,70.361,94,0,1217
AT4G39110,AT5G39020,AT5G39020,AT4G39110,orthologs,Arabidopsis thaliana,Potri.017G096800,Potri.009G120400,TRUE,TRUE,TRUE,39.147,94,7.04e-166,502,70.361,94,0,1217
AT4G39110,AT5G39030,AT5G39030,AT4G39110,orthologs,Arabidopsis thaliana,Potri.017G096800,Potri.009G120400,TRUE,TRUE,TRUE,38.331,97,1.89e-168,508,70.361,94,0,1217
AT4G39110,AT5G52640,AT5G52640,AT4G39110,orthologs,Arabidopsis thaliana,Potri.017G146600,Potri.009G120400,TRUE,TRUE,TRUE,92.776,100,0,1249,70.361,94,0,1217
AT4G39110,AT5G54380,AT5G54380,AT4G39110,orthologs,Arabidopsis thaliana,Potri.001G405500,Potri.009G120400,TRUE,TRUE,TRUE,77.632,98,0,1313,70.361,94,0,1217
AT4G39110,AT5G56000,AT5G56000,AT4G39110,orthologs,Arabidopsis thaliana,Potri.001G466000,Potri.009G120400,TRUE,TRUE,TRUE,91.726,100,0,1218,70.361,94,0,1217
AT4G39110,AT5G56010,AT5G56010,AT4G39110,orthologs,Arabidopsis thaliana,Potri.001G466000,Potri.009G120400,TRUE,TRUE,TRUE,92.582,100,0,1224,70.361,94,0,1217
AT4G39110,AT5G56030,AT5G56030,AT4G39110,orthologs,Arabidopsis thaliana,Potri.001G466000,Potri.009G120400,TRUE,TRUE,TRUE,89.589,100,0,1215,70.361,94,0,1217
AT4G39110,AT5G61350,AT5G61350,AT4G39110,orthologs,Arabidopsis thaliana,Potri.015G061700,Potri.009G120400,TRUE,TRUE,TRUE,65.012,95,0,1075,70.361,94,0,1217
AT4G39110,AT5G67070,AT5G67070,AT4G39110,literature,Arabidopsis thaliana,Potri.005G139100,Potri.009G120400,TRUE,TRUE,TRUE,51.852,100,5.3e-41,133,70.361,94,0,1217
AT4G39170,AT3G21920,AT3G21920,AT4G39170,STRING,Arabidopsis thaliana,Potri.007G120500,Potri.009G119500,TRUE,TRUE,TRUE,40.838,68,2.71e-39,138,75.748,100,0,959
AT4G39400,AT4G30610,AT4G30610,AT4G39400,STRING,Arabidopsis thaliana,Potri.006G183200,Potri.005G086500,TRUE,TRUE,TRUE,78.182,94,0,740,67.352,97,0,1514
AT4G40090,AT1G05240,AT1G05240,AT4G40090,STRING,Arabidopsis thaliana,Potri.007G122200,,TRUE,FALSE,FALSE,57.576,100,8.52e-138,394,,,,
AT4G40090,AT1G05250,AT1G05250,AT4G40090,STRING,Arabidopsis thaliana,Potri.007G122200,,TRUE,FALSE,FALSE,57.576,100,8.52e-138,394,,,,
AT4G40090,AT1G12040,AT1G12040,AT4G40090,STRING,Arabidopsis thaliana,Potri.006G081200,,TRUE,FALSE,FALSE,68.049,54,0,573,,,,
AT4G40090,AT1G12560,AT1G12560,AT4G40090,STRING,Arabidopsis thaliana,Potri.001G112901,,TRUE,FALSE,FALSE,65.314,100,1.39e-130,371,,,,
AT4G40090,AT1G30870,AT1G30870,AT4G40090,STRING,Arabidopsis thaliana,Potri.003G156100,,TRUE,FALSE,FALSE,58.278,86,3.26e-123,360,,,,
AT4G40090,AT1G34510,AT1G34510,AT4G40090,STRING,Arabidopsis thaliana,Potri.013G066800,,TRUE,FALSE,FALSE,52.427,99,1.61e-113,333,,,,
AT4G40090,AT1G48930,AT1G48930,AT4G40090,STRING,Arabidopsis thaliana,Potri.007G071200,,TRUE,FALSE,FALSE,74.422,96,0,911,,,,
AT4G40090,AT1G54970,AT1G54970,AT4G40090,STRING,Arabidopsis thaliana,Potri.014G126500,,TRUE,FALSE,FALSE,32.615,96,2.32e-19,88.6,,,,
AT4G40090,AT1G62980,AT1G62980,AT4G40090,STRING,Arabidopsis thaliana,Potri.001G112901,,TRUE,FALSE,FALSE,64.479,97,7.7e-123,351,,,,
AT4G40090,AT3G49960,AT3G49960,AT4G40090,STRING,Arabidopsis thaliana,Potri.007G053400,,TRUE,FALSE,FALSE,66.774,94,9.78e-158,445,,,,
AT4G40090,AT3G54590,AT3G54590,AT4G40090,STRING,Arabidopsis thaliana,,,FALSE,FALSE,FALSE,,,,,,,,
AT4G40090,AT3G62680,AT3G62680,AT4G40090,STRING,Arabidopsis thaliana,Potri.014G126300,,TRUE,FALSE,FALSE,30.919,96,2.84e-24,101,,,,
AT4G40090,AT4G02270,AT4G02270,AT4G40090,STRING,Arabidopsis thaliana,Potri.002G201900,,TRUE,FALSE,FALSE,39.645,96,1.92e-37,127,,,,
AT4G40090,AT4G25820,AT4G25820,AT4G40090,STRING,Arabidopsis thaliana,Potri.013G005700,,TRUE,FALSE,FALSE,62.63,98,2.82e-129,371,,,,
AT4G40090,AT4G26010,AT4G26010,AT4G40090,STRING,Arabidopsis thaliana,Potri.013G066800,,TRUE,FALSE,FALSE,55.921,97,6.23e-124,359,,,,
AT4G40090,AT5G17820,AT5G17820,AT4G40090,STRING,Arabidopsis thaliana,Potri.013G066800,,TRUE,FALSE,FALSE,54.487,97,5.06e-118,344,,,,
AT4G40090,AT5G22410,AT5G22410,AT4G40090,STRING,Arabidopsis thaliana,Potri.015G110200,,TRUE,FALSE,FALSE,51.553,95,2.77e-116,339,,,,
AT4G40090,AT5G57530,AT5G57530,AT4G40090,STRING,Arabidopsis thaliana,Potri.013G005700,,TRUE,FALSE,FALSE,62.838,98,5.94e-134,383,,,,
AT4G40090,AT5G67400,AT5G67400,AT4G40090,STRING,Arabidopsis thaliana,Potri.007G053400,,TRUE,FALSE,FALSE,70.462,98,5.06e-168,471,,,,
AT5G01410,AT2G14610,AT2G14610,AT5G01410,interactome2.0,Arabidopsis thaliana,Potri.009G083300,Potri.006G100500,TRUE,TRUE,TRUE,65.806,94,1.91e-73,218,92.903,100,0,593
AT5G01410,AT3G53230,AT3G53230,AT5G01410,plant.MAP,Arabidopsis thaliana,Potri.016G091600,Potri.006G100500,TRUE,TRUE,TRUE,91.432,100,0,1531,92.903,100,0,593
AT5G01410,AT5G03340,AT5G03340,AT5G01410,plant.MAP,Arabidopsis thaliana,Potri.016G091600,Potri.006G100500,TRUE,TRUE,TRUE,92.365,100,0,1523,92.903,100,0,593
AT5G01540,AT1G14700,AT1G14700,AT5G01540,IntAct,Arabidopsis thaliana,Potri.008G139125,Potri.006G103200,TRUE,TRUE,TRUE,67.823,86,2.67e-169,476,53.198,93,0,658
AT5G01540,AT1G14700,AT1G14700,AT5G01540,BIOGRID,Arabidopsis thaliana,Potri.008G139125,Potri.006G103200,TRUE,TRUE,TRUE,67.823,86,2.67e-169,476,53.198,93,0,658
AT5G02070,AT1G02920,AT1G02920,AT5G02070,orthologs,Arabidopsis thaliana,Potri.002G207479,Potri.006G090200,TRUE,TRUE,TRUE,62.201,99,6.99e-90,263,61.446,100,0,788
AT5G02070,AT1G02930,AT1G02930,AT5G02070,orthologs,Arabidopsis thaliana,Potri.002G207479,Potri.006G090200,TRUE,TRUE,TRUE,62.019,99,1.65e-91,267,61.446,100,0,788
AT5G02070,AT1G02940,AT1G02940,AT5G02070,orthologs,Arabidopsis thaliana,Potri.002G207479,Potri.006G090200,TRUE,TRUE,TRUE,52.427,80,1.26e-73,224,61.446,100,0,788
AT5G02070,AT1G02950,AT1G02950,AT5G02070,orthologs,Arabidopsis thaliana,Potri.002G207479,Potri.006G090200,TRUE,TRUE,TRUE,58.252,84,6.3e-87,257,61.446,100,0,788
AT5G02070,AT1G13230,AT1G13230,AT5G02070,orthologs,Arabidopsis thaliana,Potri.008G114700,Potri.006G090200,TRUE,TRUE,TRUE,59.233,97,8.14e-165,472,61.446,100,0,788
AT5G02070,AT1G17240,AT1G17240,AT5G02070,orthologs,Arabidopsis thaliana,Potri.003G074000,Potri.006G090200,TRUE,TRUE,TRUE,49.588,98,0,653,61.446,100,0,788
AT5G02070,AT1G17250,AT1G17250,AT5G02070,orthologs,Arabidopsis thaliana,Potri.003G074000,Potri.006G090200,TRUE,TRUE,TRUE,53.019,89,0,684,61.446,100,0,788
AT5G02070,AT1G23410,AT1G23410,AT5G02070,orthologs,Arabidopsis thaliana,Potri.001G025300,Potri.006G090200,TRUE,TRUE,TRUE,92.157,97,6.81e-86,249,61.446,100,0,788
AT5G02070,AT1G23490,AT1G23490,AT5G02070,orthologs,Arabidopsis thaliana,Potri.013G005500,Potri.006G090200,TRUE,TRUE,TRUE,98.901,100,5.74e-134,372,61.446,100,0,788
